bytes,catalog_path,catalog_source,filename,folder,folder_title,mtime,relative_path,sha256,suffix
244353,photos/scanned/sculpture_05_gun/20260708_144733_flatbed_002.jpg,filesystem,20260708_144733_flatbed_002.jpg,sculpture_05_gun,Sculpture 05 Gun,2026-07-08T14:57:42,sculpture_05_gun/20260708_144733_flatbed_002.jpg,ecd62697d988d3852e823d99d6623bf0be92ebcc91d3fb85e2a117304ce82841,.jpg
