bytes,catalog_path,catalog_source,filename,folder,folder_title,mtime,relative_path,sha256,suffix
678236,photos/scanned/sculpture_10_torch_5_tulip/20260708_150307_flatbed_001.jpg,filesystem,20260708_150307_flatbed_001.jpg,sculpture_10_torch_5_tulip,Sculpture 10 Torch 5 Tulip,2026-07-08T15:09:27,sculpture_10_torch_5_tulip/20260708_150307_flatbed_001.jpg,803ecbe90865113d5a3d52964086059504803ce33c7461ca37d312d1bbe884a3,.jpg
266500,photos/scanned/sculpture_10_torch_5_tulip/20260708_152508_flatbed_001.jpg,filesystem,20260708_152508_flatbed_001.jpg,sculpture_10_torch_5_tulip,Sculpture 10 Torch 5 Tulip,2026-07-08T15:28:05,sculpture_10_torch_5_tulip/20260708_152508_flatbed_001.jpg,8ae57ca48fa9e4989b67b06b2ba387faaf0dabd880da36ab90a294bb306f2418,.jpg
